Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
S2-3H/56	C-NS/56	76.0	25.2841188628	96.6666666667	3.70255167268	-1.14374792698	1.0
C/0	S2-NS/56	145.3	25.8468566754	100.1	2.03141986469	2.46551975014	1.0
S2-3H-LATE/56	S2-NS/56	45.2	12.2186333115	100.1	2.03141986469	-6.51014586579	0.33
C/0	S2-3H-LATE/56	145.3	25.8468566754	45.2	12.2186333115	5.7459316245	0.39
C-3H-LATE/56	C-NS/56	42.25	5.73127385491	96.6666666667	3.70255167268	-12.1295031415	0.42
S2-NS/56	S2-3H/56	100.1	2.03141986469	76.0	25.2841188628	1.34365264745	1.0
C-3H-LATE/56	S2-3H/56	42.25	5.73127385491	76.0	25.2841188628	-2.1827445397	1.0
C-3H-LATE/56	S2-NS/56	42.25	5.73127385491	100.1	2.03141986469	-14.1252398865	0.435
S2-3H-LATE/56	S2-3H/56	45.2	12.2186333115	76.0	25.2841188628	-1.79806287181	1.0
S2-3H-LATE/56	C-NS/56	45.2	12.2186333115	96.6666666667	3.70255167268	-5.96400441512	0.48
S2-NS/56	C-NS/56	100.1	2.03141986469	96.6666666667	3.70255167268	1.14970824802	1.0
S2-3H-LATE/56	C-3H-LATE/56	45.2	12.2186333115	42.25	5.73127385491	0.378596850446	1.0
C/0	C-NS/56	145.3	25.8468566754	96.6666666667	3.70255167268	2.63408900413	1.0
C/0	C-3H-LATE/56	145.3	25.8468566754	42.25	5.73127385491	6.52856444691	0.36
C/0	S2-3H/56	145.3	25.8468566754	76.0	25.2841188628	2.71052146264	1.0
