"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
520 241 9.83570646210308 236 3.55958671211814 0.898329621379715
521 247.555555555556 6.4998914061815 239 5.01138498319606 0.846151275843011
522 258 9.55426774198203 244 8.08755517229676 0.895334731346711
525 46.1428571428571 1.1824890338246 44 2.52932927589078 0.154326195511821
526 37 1.36570670408556 35 2.87841714928279 0.267778361921735
530 134.272727272727 19.7466543738103 117 10.2340105442377 0.949358510000242
531 182 28.5619575202925 163 11.6137886800599 0.964988394115161
532 177.4 23.1120320858792 159 9.91713007990069 0.956732493435271
535 129 30.4154065181052 110 11.6128140635132 0.967121925547675
536 172 29.5903227550893 158 8.08723553218104 0.96620516753816
537 148.75 3.31921829821531 136 7.96411537246708 0.698724244639865
540 97.5 16.125948493944 94 3.44413694950173 0.937988143743883
541 131.176470588235 15.8137924401063 120 6.66296828340614 0.936764061891704
542 188.090909090909 27.0256403238168 169 11.0503067482906 0.962998101505897
545 37 1.73950057400003 34 4.1630615033988 0.42512235123874
546 105.866666666667 9.23160812818895 104 2.02040382901637 0.891676511165322
547 155.083333333333 10.2953107610327 134 11.6554948183346 0.902868400652368
550 60.5 8.1941822263411 58 3.15819150048236 0.877962196546546
551 92.5 16.5009242702309 88 4.10625347093522 0.939397334135756
552 135 25.1574736220766 120 10.3361856936627 0.960250380661337
555 109.666666666667 19.7076133976886 87 14.9111083617577 0.949258188710091
556 123.545454545455 18.3545947184964 108 9.44548704641851 0.945517729193319
557 117.6 12.8738233014364 104 8.74570571980415 0.922322997870538
560 191.2 12.9017314638712 136 32.7405202096474 0.922491023565302
561 186.315789473684 22.933841951656 173 7.37575372375715 0.956396315885146
562 153.230769230769 19.5646989650869 149 3.56007193305654 0.948887534544513
565 154.25 6.44722622911974 135 10.8690932765183 0.844894538447655
566 112.8 26.7326409585682 105 5.79395991131288 0.962592547382436
567 150.066666666667 5.02473321975194 123 13.3150205497624 0.800984459021813
570 122.363636363636 21.3044281248902 110 7.95092784378129 0.953061401407359
571 134.090909090909 14.4641318560332 115 11.0496056687204 0.930863462117646
572 135.111111111111 6.86886087366873 120 9.73404951244169 0.854415452810607
575 183.5 17.4021662888924 152 15.9457561368333 0.942535889877211
576 103.461538461538 14.9649636847196 100 3.10620200415634 0.933177251808431
577 89.8 9.7746298813728 87 2.82850681093577 0.897694336037657
580 80.875 14.5350249556951 79 2.25629507829047 0.931200668519789
581 46 13.723580788056 46 0.12363383876171 0.927132720283155
582 141.666666666667 26.9194116356971 130 8.0008068664354 0.962852085568099
